패치,라인,챔피언(한국어),챔피언(영어),챔피언ID,라인내순위,전체순위,순위변동,전체순위변동,티어,OP픽,꿀픽,게임수,픽률(%),밴률(%),승률(%),OP점수,꿀픽점수,업데이트시각
26.13,정글,잭스,Jax,24,49,236,2,0,D,False,False,801,0.77,18.87,46.82,44.80,-2.25,2026-07-14T12:47:53.000Z
26.13,정글,아트록스,Aatrox,266,50,242,-18,0,D,False,False,669,0.64,2.80,46.64,44.33,-1.97,2026-07-14T12:47:54.000Z
26.13,정글,제드,Zed,238,51,243,2,0,D,False,False,738,0.71,12.47,46.48,43.90,-2.31,2026-07-14T12:47:53.000Z
26.13,정글,퀸,Quinn,133,52,248,-5,0,D,False,False,1181,1.13,0.22,45.89,43.21,-4.32,2026-07-14T12:47:55.000Z
26.13,정글,올라프,Olaf,2,53,259,119,0,D,False,False,677,0.65,3.83,43.57,40.01,-4.00,2026-07-14T12:47:53.000Z
26.13,정글,마오카이,Maokai,57,54,261,-2,0,D,False,False,524,0.50,0.15,41.60,36.29,-4.07,2026-07-14T12:47:54.000Z
26.13,미드,로크,Locke,805,1,3,172,0,S,True,True,8325,8.00,84.57,51.34,57.08,27.14,2026-07-14T12:47:52.000Z
26.13,미드,조이,Zoe,142,2,11,1,0,S,False,False,4406,4.23,18.47,52.59,55.53,15.18,2026-07-14T12:47:53.000Z
26.13,미드,사일러스,Sylas,517,3,13,-1,0,S,False,False,10603,10.18,24.32,49.17,55.14,-4.29,2026-07-14T12:47:52.000Z
26.13,미드,신드라,Syndra,134,4,16,0,0,S,False,False,9296,8.93,7.30,51.41,54.92,17.40,2026-07-14T12:47:52.000Z
26.13,미드,빅토르,Viktor,112,5,17,-4,0,A,False,False,13077,12.56,18.89,48.25,54.73,-19.59,2026-07-14T12:47:53.000Z
26.13,미드,트위스티드 페이트,Twisted Fate,4,6,18,0,0,A,False,False,9471,9.10,2.87,51.22,54.68,15.57,2026-07-14T12:47:53.000Z
26.13,미드,르블랑,LeBlanc,7,7,22,7,0,A,False,False,4494,4.32,34.01,49.44,54.47,-0.64,2026-07-14T12:47:52.000Z
26.13,미드,갈리오,Galio,3,8,23,2,0,A,False,False,8840,8.49,3.94,50.63,54.34,9.49,2026-07-14T12:47:52.000Z
26.13,미드,아칼리,Akali,84,9,25,-4,0,A,False,False,7359,7.07,17.59,49.14,54.19,-3.38,2026-07-14T12:47:53.000Z
26.13,미드,제드,Zed,238,10,26,-2,0,A,False,False,4967,4.77,12.47,50.43,54.03,4.64,2026-07-14T12:47:53.000Z
26.13,미드,카타리나,Katarina,55,11,28,-4,0,A,False,False,4877,4.68,4.53,51.69,53.90,10.47,2026-07-14T12:47:53.000Z
26.13,미드,리산드라,Lissandra,127,12,36,-1,0,B,False,False,5843,5.61,1.94,51.65,53.13,11.97,2026-07-14T12:47:52.000Z
26.13,미드,흐웨이,Hwei,910,13,46,-4,0,B,False,False,5785,5.56,2.17,49.94,52.29,2.18,2026-07-14T12:47:55.000Z
26.13,미드,벡스,Vex,711,14,47,4,0,B,False,False,2658,2.55,2.76,52.48,52.21,7.68,2026-07-14T12:47:54.000Z
26.13,미드,탈론,Talon,91,15,49,1,0,B,False,False,3926,3.77,4.33,51.10,52.13,5.92,2026-07-14T12:47:52.000Z
26.13,미드,아리,Ahri,103,16,50,-4,0,B,False,False,6045,5.81,0.93,49.63,52.06,0.44,2026-07-14T12:47:53.000Z
26.13,미드,신지드,Singed,27,17,53,11,0,B,False,False,945,0.91,0.95,57.46,51.99,7.19,2026-07-14T12:47:54.000Z
26.13,미드,야스오,Yasuo,157,18,56,3,0,B,False,False,5602,5.38,10.05,48.84,51.93,-4.06,2026-07-14T12:47:54.000Z
26.13,미드,제라스,Xerath,101,19,57,1,0,B,False,False,3808,3.66,7.55,50.45,51.91,3.34,2026-07-14T12:47:54.000Z
26.13,미드,에코,Ekko,245,20,59,11,0,B,False,False,2586,2.48,0.57,52.98,51.87,8.53,2026-07-14T12:47:54.000Z
26.13,미드,피즈,Fizz,105,21,65,-4,0,B,False,False,3980,3.82,1.68,49.75,51.50,0.76,2026-07-14T12:47:54.000Z
26.13,미드,키아나,Qiyana,246,22,67,-7,0,B,False,False,3077,2.96,7.12,50.73,51.42,3.56,2026-07-14T12:47:54.000Z
26.13,미드,제이스,Jayce,126,23,71,7,0,B,False,False,1831,1.76,34.18,51.34,51.29,3.23,2026-07-14T12:47:52.000Z
26.13,미드,애니비아,Anivia,34,24,79,-1,0,B,False,False,3078,2.96,3.70,50.16,51.07,1.83,2026-07-14T12:47:53.000Z
26.13,미드,카시오페아,Cassiopeia,69,25,97,-12,0,B,False,False,2919,2.80,4.27,49.67,50.62,0.35,2026-07-14T12:47:53.000Z
26.13,미드,니코,Neeko,518,26,102,16,0,B,False,False,606,0.58,2.59,54.46,50.54,2.86,2026-07-14T12:47:52.000Z
26.13,미드,누누와 윌럼프,Nunu & Willump,20,27,105,13,0,B,False,False,1135,1.09,1.78,51.89,50.49,2.57,2026-07-14T12:47:54.000Z
26.13,미드,나피리,Naafiri,950,28,106,5,0,B,False,False,1446,1.39,29.38,51.45,50.47,2.72,2026-07-14T12:47:53.000Z
26.13,미드,아크샨,Akshan,166,29,107,3,0,B,False,False,2292,2.20,1.20,50.00,50.43,0.99,2026-07-14T12:47:55.000Z
26.13,미드,요네,Yone,777,30,109,-4,0,B,False,False,7768,7.46,6.54,47.50,50.32,-15.78,2026-07-14T12:47:54.000Z
26.13,미드,오리아나,Orianna,61,31,110,-12,0,B,False,False,4738,4.55,1.79,48.48,50.28,-4.97,2026-07-14T12:47:54.000Z
26.13,미드,다이애나,Diana,131,32,113,-8,0,B,False,False,3552,3.41,1.82,48.93,50.20,-2.15,2026-07-14T12:47:54.000Z
26.13,미드,애니,Annie,1,33,118,-4,0,C,False,False,2023,1.94,0.38,50.37,50.01,1.59,2026-07-14T12:47:55.000Z
26.13,미드,블라디미르,Vladimir,8,34,121,-12,0,C,False,False,2854,2.74,1.90,48.74,50.01,-2.25,2026-07-14T12:47:54.000Z
26.13,미드,이렐리아,Irelia,39,35,130,3,0,C,False,False,2755,2.65,20.74,47.84,49.73,-4.88,2026-07-14T12:47:53.000Z
26.13,미드,트린다미어,Tryndamere,23,36,131,136,0,C,False,False,526,0.51,1.28,54.94,49.70,2.73,2026-07-14T12:47:55.000Z
26.13,미드,베이가,Veigar,45,37,134,-1,0,C,False,False,833,0.80,0.06,54.62,49.56,4.06,2026-07-14T12:47:55.000Z
26.13,미드,오로라,Aurora,893,38,155,-4,0,C,False,False,3689,3.54,1.27,47.82,49.03,-6.21,2026-07-14T12:47:54.000Z
26.13,미드,탈리야,Taliyah,163,39,158,-4,0,C,False,False,1922,1.85,0.69,49.53,48.94,-0.04,2026-07-14T12:47:53.000Z
26.13,미드,라이즈,Ryze,13,40,171,4,0,C,False,False,5515,5.30,1.30,46.89,48.45,-14.25,2026-07-14T12:47:53.000Z
26.13,미드,아우렐리온 솔,Aurelion Sol,136,41,182,5,0,C,False,False,1226,1.18,0.19,49.76,48.12,0.24,2026-07-14T12:47:54.000Z
26.13,미드,사이온,Sion,14,42,194,-3,0,C,False,False,1176,1.13,1.45,48.47,47.77,-1.23,2026-07-14T12:47:54.000Z
26.13,미드,카사딘,Kassadin,38,43,210,0,0,C,False,False,1455,1.40,0.25,47.90,46.95,-2.31,2026-07-14T12:47:53.000Z
26.13,미드,암베사,Ambessa,799,44,211,1,0,C,False,False,620,0.60,5.08,48.55,46.93,-0.60,2026-07-14T12:47:54.000Z
26.13,미드,말자하,Malzahar,90,45,221,-18,0,C,False,False,2427,2.33,0.56,46.35,46.33,-7.49,2026-07-14T12:47:54.000Z
26.13,미드,판테온,Pantheon,80,46,222,-21,0,C,False,False,1171,1.12,1.42,47.48,46.26,-2.33,2026-07-14T12:47:54.000Z
26.13,미드,스웨인,Swain,50,47,225,-6,0,C,False,False,760,0.73,0.43,47.24,46.00,-1.69,2026-07-14T12:47:54.000Z
26.13,미드,럭스,Lux,99,48,229,-11,0,D,False,False,992,0.95,0.26,47.48,45.72,-1.98,2026-07-14T12:47:54.000Z
26.13,미드,멜,Mel,800,49,234,-2,0,D,False,False,1867,1.79,14.78,45.47,45.18,-7.53,2026-07-14T12:47:52.000Z
26.13,미드,초가스,Cho'Gath,31,50,240,122,0,D,False,False,675,0.65,0.08,46.96,44.42,-1.68,2026-07-14T12:47:54.000Z
26.13,미드,트리스타나,Tristana,18,51,241,0,0,D,False,False,1522,1.46,4.75,45.40,44.36,-6.11,2026-07-14T12:47:54.000Z
26.13,미드,코르키,Corki,42,52,255,-2,0,D,False,False,556,0.53,0.05,43.88,41.00,-3.03,2026-07-14T12:47:55.000Z
26.13,미드,아지르,Azir,268,53,256,-5,0,D,False,False,1272,1.22,0.15,42.69,40.96,-8.40,2026-07-14T12:47:55.000Z
26.13,바텀,세나,Senna,235,1,2,0,0,S,True,True,14122,13.56,32.86,52.14,57.58,46.09,2026-07-14T12:47:54.000Z
26.13,바텀,트리스타나,Tristana,18,2,34,2,0,A,False,False,8135,7.81,4.75,51.05,53.19,11.90,2026-07-14T12:47:53.000Z
26.13,바텀,애쉬,Ashe,22,3,40,-1,0,A,False,False,8570,8.23,8.47,49.98,52.75,3.50,2026-07-14T12:47:53.000Z
26.13,바텀,직스,Ziggs,115,4,42,13,0,A,False,False,7837,7.53,3.66,51.19,52.57,12.52,2026-07-14T12:47:53.000Z
26.13,바텀,징크스,Jinx,222,5,43,1,0,A,False,True,6765,6.50,0.56,52.88,52.47,21.48,2026-07-14T12:47:54.000Z
26.13,바텀,진,Jhin,202,6,45,6,0,A,False,False,19829,19.04,1.09,49.60,52.35,0.33,2026-07-14T12:47:53.000Z
26.13,바텀,드레이븐,Draven,119,7,58,13,0,A,False,False,2482,2.38,10.69,51.17,51.87,4.17,2026-07-14T12:47:53.000Z
26.13,바텀,제라스,Xerath,101,8,61,19,0,A,False,False,6773,6.50,7.55,50.75,51.82,7.86,2026-07-14T12:47:55.000Z
26.13,바텀,신드라,Syndra,134,9,82,14,0,A,False,False,4387,4.21,7.30,50.54,50.95,4.09,2026-07-14T12:47:52.000Z
26.13,바텀,시비르,Sivir,15,10,83,-3,0,A,False,False,5508,5.29,3.11,50.20,50.94,3.34,2026-07-14T12:47:53.000Z
26.13,바텀,제리,Zeri,221,11,85,0,0,A,False,False,5647,5.42,0.53,51.23,50.84,8.96,2026-07-14T12:47:54.000Z
26.13,바텀,케이틀린,Caitlyn,51,12,90,-7,0,A,False,False,12118,11.64,10.55,48.50,50.76,-14.16,2026-07-14T12:47:54.000Z
26.13,바텀,카이사,Kai'Sa,145,13,92,6,0,A,False,False,16332,15.69,0.99,49.01,50.73,-9.07,2026-07-14T12:47:53.000Z
26.13,바텀,자야,Xayah,498,14,96,1,0,A,False,False,3585,3.44,0.42,50.63,50.63,3.60,2026-07-14T12:47:54.000Z
26.13,바텀,루시안,Lucian,236,15,111,-12,0,A,False,False,9292,8.92,4.81,48.81,50.27,-7.31,2026-07-14T12:47:53.000Z
26.13,바텀,세라핀,Seraphine,147,16,114,10,0,A,False,False,2064,1.98,3.11,52.52,50.19,5.86,2026-07-14T12:47:53.000Z
26.13,바텀,유나라,Yunara,804,17,135,-7,0,B,False,False,7556,7.26,1.05,49.19,49.56,-2.89,2026-07-14T12:47:53.000Z
26.13,바텀,칼리스타,Kalista,429,18,139,-2,0,B,False,False,2475,2.38,0.38,50.71,49.42,2.67,2026-07-14T12:47:54.000Z
26.13,바텀,아펠리오스,Aphelios,523,19,140,9,0,B,False,False,13870,13.32,5.22,48.06,49.42,-21.45,2026-07-14T12:47:53.000Z
26.13,바텀,흐웨이,Hwei,910,20,141,-7,0,B,False,False,1508,1.45,2.17,51.26,49.39,2.43,2026-07-14T12:47:54.000Z
26.13,바텀,빅토르,Viktor,112,21,145,151,0,B,False,False,1267,1.22,18.89,52.72,49.22,3.88,2026-07-14T12:47:53.000Z
26.13,바텀,사미라,Samira,360,22,152,16,0,B,False,False,1533,1.47,0.32,52.19,49.06,3.84,2026-07-14T12:47:55.000Z
26.13,바텀,카시오페아,Cassiopeia,69,23,166,-9,0,C,False,False,1350,1.30,4.27,51.48,48.62,2.48,2026-07-14T12:47:53.000Z
26.13,바텀,코그모,Kog'Maw,96,24,172,5,0,C,False,False,1161,1.12,0.10,50.47,48.42,0.99,2026-07-14T12:47:55.000Z
26.13,바텀,베이가,Veigar,45,25,173,5,0,C,False,False,530,0.51,0.06,53.58,48.40,2.04,2026-07-14T12:47:55.000Z
26.13,바텀,블라디미르,Vladimir,8,26,174,8,0,C,False,False,1413,1.36,1.90,50.25,48.39,0.90,2026-07-14T12:47:54.000Z
26.13,바텀,이즈리얼,Ezreal,81,27,178,-19,0,C,False,False,20779,19.96,16.75,46.58,48.32,-71.79,2026-07-14T12:47:53.000Z
26.13,바텀,아우렐리온 솔,Aurelion Sol,136,28,179,144,0,C,False,False,640,0.61,0.19,52.66,48.18,1.89,2026-07-14T12:47:55.000Z
26.13,바텀,스웨인,Swain,50,29,187,-11,0,C,False,False,1453,1.40,0.43,50.65,48.03,1.49,2026-07-14T12:47:54.000Z
26.13,바텀,코르키,Corki,42,30,193,2,0,C,False,False,1039,1.00,0.05,50.43,47.81,0.84,2026-07-14T12:47:55.000Z
26.13,바텀,탈리야,Taliyah,163,31,198,141,0,C,False,False,699,0.67,0.69,50.79,47.56,0.81,2026-07-14T12:47:55.000Z
26.13,바텀,미스 포츈,Miss Fortune,21,32,204,-7,0,C,False,False,3817,3.67,0.31,48.78,47.27,-2.96,2026-07-14T12:47:52.000Z
26.13,바텀,멜,Mel,800,33,205,-2,0,C,False,False,6249,6.00,14.78,47.10,47.22,-16.57,2026-07-14T12:47:52.000Z
26.13,바텀,야스오,Yasuo,157,34,213,-13,0,C,False,False,886,0.85,10.05,49.21,46.85,-0.32,2026-07-14T12:47:53.000Z
26.13,바텀,트위치,Twitch,29,35,218,-2,0,C,False,False,1147,1.10,0.31,49.43,46.43,-0.17,2026-07-14T12:47:54.000Z
26.13,바텀,닐라,Nilah,895,36,226,-14,0,C,False,False,686,0.66,0.29,50.29,45.93,0.47,2026-07-14T12:47:54.000Z
26.13,바텀,베인,Vayne,67,37,235,-1,0,D,False,False,892,0.86,10.71,47.87,44.85,-1.49,2026-07-14T12:47:53.000Z
26.13,바텀,스몰더,Smolder,901,38,249,-14,0,D,False,False,1260,1.21,0.34,46.11,42.96,-4.22,2026-07-14T12:47:54.000Z
26.13,바텀,벨코즈,Vel'Koz,161,39,250,-30,0,D,False,False,1696,1.63,0.73,47.46,42.93,-3.47,2026-07-14T12:47:54.000Z
26.13,바텀,바루스,Varus,110,40,252,-5,0,D,False,False,2246,2.16,2.16,45.33,41.82,-9.32,2026-07-14T12:47:53.000Z
26.13,서폿,노틸러스,Nautilus,111,1,8,1,0,S,False,False,15966,15.33,14.10,49.48,55.79,-3.34,2026-07-14T12:47:53.000Z
26.13,서폿,쓰레쉬,Thresh,412,2,9,1,0,S,False,True,12521,12.03,9.41,51.63,55.64,25.98,2026-07-14T12:47:52.000Z
26.13,서폿,카밀,Camille,164,3,12,16,0,S,False,False,13630,13.09,15.53,49.63,55.41,-0.52,2026-07-14T12:47:54.000Z
26.13,서폿,바드,Bard,432,4,15,-3,0,A,False,False,12412,11.92,12.37,49.74,55.00,1.01,2026-07-14T12:47:52.000Z
26.13,서폿,뽀삐,Poppy,78,5,20,1,0,A,False,True,4380,4.21,14.68,54.25,54.52,20.97,2026-07-14T12:47:53.000Z
26.13,서폿,블리츠크랭크,Blitzcrank,53,6,21,2,0,A,False,False,8128,7.81,12.21,51.25,54.51,14.11,2026-07-14T12:47:52.000Z
26.13,서폿,브라움,Braum,201,7,27,2,0,A,False,False,5496,5.28,7.53,52.55,53.94,16.44,2026-07-14T12:47:53.000Z
26.13,서폿,파이크,Pyke,555,8,32,-4,0,A,False,False,8546,8.21,61.73,48.47,53.33,-25.51,2026-07-14T12:47:52.000Z
26.13,서폿,세나,Senna,235,9,33,4,0,A,False,False,4425,4.25,32.86,51.53,53.23,8.56,2026-07-14T12:47:54.000Z
26.13,서폿,레오나,Leona,89,10,35,-5,0,A,False,False,8046,7.73,3.66,51.53,53.16,14.93,2026-07-14T12:47:54.000Z
26.13,서폿,렐,Rell,526,11,37,-1,0,A,False,False,6505,6.25,1.29,52.62,52.89,18.69,2026-07-14T12:47:52.000Z
26.13,서폿,알리스타,Alistar,12,12,41,-1,0,A,False,False,6939,6.66,1.80,51.52,52.74,12.57,2026-07-14T12:47:54.000Z
26.13,서폿,룰루,Lulu,117,13,62,1,0,A,False,False,8469,8.13,4.02,49.08,51.80,-4.93,2026-07-14T12:47:52.000Z
26.13,서폿,엘리스,Elise,60,14,69,2,0,A,False,False,3011,2.89,4.99,51.88,51.36,6.56,2026-07-14T12:47:53.000Z
26.13,서폿,세라핀,Seraphine,147,15,77,-3,0,A,False,False,5888,5.65,3.11,49.46,51.10,-1.22,2026-07-14T12:47:53.000Z
26.13,서폿,라칸,Rakan,497,16,94,-1,0,B,False,False,5509,5.29,0.82,49.56,50.70,-0.60,2026-07-14T12:47:53.000Z
26.13,서폿,판테온,Pantheon,80,17,99,4,0,B,False,False,4589,4.41,1.42,50.47,50.61,3.55,2026-07-14T12:47:53.000Z
26.13,서폿,카르마,Karma,43,18,101,-11,0,B,False,False,8882,8.53,10.62,47.59,50.59,-19.72,2026-07-14T12:47:54.000Z
26.13,서폿,사일러스,Sylas,517,19,103,4,0,B,False,False,2400,2.31,24.32,50.67,50.51,2.36,2026-07-14T12:47:53.000Z
26.13,서폿,모르가나,Morgana,25,20,116,10,0,B,False,False,2111,2.03,2.50,51.54,50.06,3.87,2026-07-14T12:47:54.000Z
26.13,서폿,마오카이,Maokai,57,21,132,-4,0,B,False,False,2516,2.42,0.15,50.36,49.66,1.67,2026-07-14T12:47:54.000Z
26.13,서폿,질리언,Zilean,26,22,138,5,0,B,False,False,2199,2.11,0.34,50.43,49.42,1.62,2026-07-14T12:47:55.000Z
26.13,서폿,스웨인,Swain,50,23,142,14,0,B,False,False,1868,1.79,0.43,50.37,49.30,1.27,2026-07-14T12:47:54.000Z
26.13,서폿,탐 켄치,Tahm Kench,223,24,148,1,0,B,False,False,1709,1.64,0.25,49.91,49.12,0.40,2026-07-14T12:47:54.000Z
26.13,서폿,쉔,Shen,98,25,149,10,0,B,False,False,1846,1.77,0.22,50.16,49.12,0.88,2026-07-14T12:47:55.000Z
26.13,서폿,자이라,Zyra,143,26,151,5,0,B,False,False,1659,1.59,4.39,49.49,49.07,-0.29,2026-07-14T12:47:54.000Z
26.13,서폿,르블랑,LeBlanc,7,27,156,-9,0,B,False,False,1196,1.15,34.01,48.58,48.95,-1.35,2026-07-14T12:47:52.000Z
26.13,서폿,소나,Sona,37,28,157,5,0,B,False,False,1567,1.50,0.05,51.31,48.94,2.47,2026-07-14T12:47:54.000Z
26.13,서폿,타릭,Taric,44,29,160,-9,0,B,False,False,1345,1.29,0.19,50.86,48.92,1.54,2026-07-14T12:47:54.000Z
26.13,서폿,스카너,Skarner,72,30,162,8,0,B,False,False,1956,1.88,0.34,49.54,48.80,-0.24,2026-07-14T12:47:54.000Z
26.13,서폿,소라카,Soraka,16,31,163,8,0,B,False,False,1821,1.75,0.17,49.53,48.80,-0.24,2026-07-14T12:47:55.000Z
26.13,서폿,갈리오,Galio,3,32,167,-10,0,B,False,False,1191,1.14,3.94,50.13,48.60,0.53,2026-07-14T12:47:52.000Z
26.13,서폿,피들스틱,Fiddlesticks,9,33,186,16,0,C,False,False,611,0.59,0.75,52.21,48.05,1.49,2026-07-14T12:47:54.000Z
26.13,서폿,아무무,Amumu,32,34,188,2,0,C,False,False,701,0.67,0.14,50.64,47.93,0.66,2026-07-14T12:47:55.000Z
26.13,서폿,니코,Neeko,518,35,191,-9,0,C,False,False,2733,2.62,2.59,48.23,47.89,-3.86,2026-07-14T12:47:52.000Z
26.13,서폿,잔나,Janna,40,36,195,7,0,C,False,False,1358,1.30,0.06,48.82,47.73,-1.10,2026-07-14T12:47:54.000Z
26.13,서폿,럭스,Lux,99,37,201,-9,0,C,False,False,3025,2.91,0.26,48.03,47.40,-4.76,2026-07-14T12:47:55.000Z
26.13,서폿,밀리오,Milio,902,38,208,2,0,C,False,False,2515,2.42,0.42,48.15,47.15,-3.68,2026-07-14T12:47:54.000Z
26.13,서폿,자르반 4세,Jarvan IV,59,39,214,5,0,C,False,False,1161,1.12,0.60,48.32,46.79,-1.50,2026-07-14T12:47:54.000Z
26.13,서폿,샤코,Shaco,35,40,215,-6,0,C,False,False,1302,1.25,10.01,47.93,46.73,-2.27,2026-07-14T12:47:53.000Z
26.13,서폿,조이,Zoe,142,41,217,-12,0,C,False,False,612,0.59,18.47,48.69,46.52,-0.59,2026-07-14T12:47:53.000Z
26.13,서폿,벨코즈,Vel'Koz,161,42,223,-18,0,C,False,False,1725,1.66,0.73,48.00,46.22,-2.77,2026-07-14T12:47:54.000Z
26.13,서폿,애니비아,Anivia,34,43,224,-11,0,C,False,False,1047,1.01,3.70,48.33,46.20,-1.36,2026-07-14T12:47:53.000Z
26.13,서폿,흐웨이,Hwei,910,44,227,-2,0,C,False,False,563,0.54,2.17,49.56,45.83,-0.06,2026-07-14T12:47:55.000Z
26.13,서폿,나미,Nami,267,45,230,0,0,C,False,False,1304,1.25,0.06,47.39,45.57,-2.85,2026-07-14T12:47:55.000Z
26.13,서폿,제라스,Xerath,101,46,245,1,0,D,False,False,1810,1.74,7.55,45.41,43.59,-7.48,2026-07-14T12:47:53.000Z
26.13,서폿,잭스,Jax,24,47,247,125,0,D,False,False,587,0.56,18.87,46.34,43.28,-1.90,2026-07-14T12:47:53.000Z
26.13,서폿,자크,Zac,154,48,251,-7,0,D,False,False,538,0.52,0.57,46.84,42.81,-1.46,2026-07-14T12:47:55.000Z
26.13,서폿,유미,Yuumi,350,49,257,1,0,D,False,False,3821,3.67,7.80,42.32,40.60,-29.25,2026-07-14T12:47:53.000Z
26.13,서폿,멜,Mel,800,50,260,1,0,D,False,False,1303,1.25,14.78,42.13,39.37,-9.62,2026-07-14T12:47:52.000Z
26.12,탑,잭스,Jax,24,1,4,0,0,S,True,False,5392,7.69,20.85,50.48,56.94,6.93,2026-06-23T21:29:56.000Z
26.12,탑,제이스,Jayce,126,2,8,5,0,S,True,False,7681,10.95,32.58,49.43,56.33,-4.09,2026-06-23T21:29:57.000Z
26.12,탑,크산테,K'Sante,897,3,9,-1,0,S,True,False,8727,12.44,9.47,49.77,56.25,0.32,2026-06-23T21:29:58.000Z
26.12,탑,갱플랭크,Gangplank,41,4,17,0,0,S,False,False,4199,5.99,10.96,50.99,54.88,8.34,2026-06-23T21:29:58.000Z
26.12,탑,피오라,Fiora,114,5,23,-2,0,S,False,False,2644,3.77,7.95,52.00,54.16,9.24,2026-06-23T21:29:58.000Z
26.12,탑,이렐리아,Irelia,39,6,26,-1,0,S,False,False,3699,5.27,22.12,49.58,53.64,-0.98,2026-06-23T21:29:58.000Z
26.12,탑,베인,Vayne,67,7,38,4,0,A,False,False,3161,4.51,11.86,49.60,52.93,-0.68,2026-06-23T21:29:58.000Z
26.12,탑,암베사,Ambessa,799,8,42,-2,0,A,False,False,4532,6.46,6.53,49.82,52.83,0.55,2026-06-23T21:29:57.000Z
26.12,탑,요네,Yone,777,9,44,5,0,A,False,False,5753,8.20,7.22,49.26,52.78,-4.10,2026-06-23T21:29:56.000Z
26.12,탑,다리우스,Darius,122,10,45,0,0,A,False,False,2568,3.66,4.98,51.05,52.73,5.02,2026-06-23T21:29:59.000Z
26.12,탑,올라프,Olaf,2,11,46,-2,0,A,False,False,2816,4.01,3.60,50.89,52.60,4.75,2026-06-23T21:29:58.000Z
26.12,탑,사이온,Sion,14,12,51,5,0,A,False,False,5182,7.39,1.95,49.59,52.32,-1.10,2026-06-23T21:29:58.000Z
26.12,탑,아트록스,Aatrox,266,13,52,42,0,A,False,False,4413,6.29,3.03,49.42,52.22,-2.06,2026-06-23T21:29:58.000Z
26.12,탑,말파이트,Malphite,54,14,54,-6,0,A,False,False,3471,4.95,7.78,49.24,52.12,-2.68,2026-06-23T21:29:56.000Z
26.12,탑,야스오,Yasuo,157,15,63,13,0,A,False,False,2080,2.97,11.19,49.95,51.72,0.65,2026-06-23T21:29:58.000Z
26.12,탑,럼블,Rumble,68,16,67,-4,0,A,False,False,3347,4.77,8.15,48.88,51.45,-4.44,2026-06-23T21:29:58.000Z
26.12,탑,티모,Teemo,17,17,71,8,0,B,False,False,1765,2.52,6.26,50.31,51.08,1.49,2026-06-23T21:29:58.000Z
26.12,탑,리븐,Riven,92,18,81,30,0,B,False,False,1670,2.38,0.28,52.40,50.79,6.33,2026-06-23T21:29:59.000Z
26.12,탑,신지드,Singed,27,19,85,5,0,B,False,False,1651,2.35,0.86,52.76,50.73,7.13,2026-06-23T21:29:59.000Z
26.12,탑,문도 박사,Dr. Mundo,36,20,86,15,0,B,False,False,2163,3.08,0.41,51.27,50.72,4.73,2026-06-23T21:29:58.000Z
26.12,탑,가렌,Garen,86,21,87,-8,0,B,False,False,2106,3.00,0.96,50.28,50.72,1.64,2026-06-23T21:29:59.000Z
26.12,탑,카밀,Camille,164,22,88,16,0,B,False,False,1771,2.52,2.69,51.10,50.69,3.46,2026-06-23T21:29:57.000Z
26.12,탑,뽀삐,Poppy,78,23,89,-4,0,B,False,False,1220,1.74,12.19,51.97,50.61,4.01,2026-06-23T21:29:58.000Z
26.12,탑,애니비아,Anivia,34,24,93,22,0,B,False,False,1282,1.83,5.74,51.64,50.50,3.52,2026-06-23T21:29:58.000Z
26.12,탑,트린다미어,Tryndamere,23,25,95,7,0,B,False,False,1146,1.63,1.19,52.79,50.48,5.03,2026-06-23T21:29:59.000Z
26.12,탑,나르,Gnar,150,26,96,4,0,B,False,False,3305,4.71,3.78,48.84,50.46,-4.44,2026-06-23T21:29:58.000Z
26.12,탑,케넨,Kennen,85,27,102,-4,0,B,False,False,1662,2.37,2.09,50.48,50.30,1.78,2026-06-23T21:29:58.000Z
26.12,탑,쉔,Shen,98,28,115,-12,0,B,False,False,1896,2.70,0.19,51.00,49.96,3.41,2026-06-23T21:29:59.000Z
26.12,탑,판테온,Pantheon,80,29,119,-8,0,B,False,False,1793,2.56,1.65,49.92,49.89,0.45,2026-06-23T21:29:58.000Z
26.12,탑,볼리베어,Volibear,106,30,123,26,0,B,False,False,1106,1.58,0.45,51.08,49.72,2.13,2026-06-23T21:29:59.000Z
26.12,탑,사일러스,Sylas,517,31,124,26,0,B,False,False,1066,1.52,26.03,51.59,49.70,2.86,2026-06-23T21:29:58.000Z
26.12,탑,워윅,Warwick,19,32,125,-1,0,B,False,False,1047,1.49,0.50,51.29,49.65,2.32,2026-06-23T21:29:59.000Z
26.12,탑,제드,Zed,238,33,127,139,0,B,False,False,398,0.57,18.19,54.77,49.57,2.90,2026-06-23T21:29:57.000Z
26.12,탑,오른,Ornn,516,34,130,-5,0,B,False,False,1454,2.07,0.09,50.28,49.49,1.11,2026-06-23T21:29:57.000Z
26.12,탑,카시오페아,Cassiopeia,69,35,138,-17,0,B,False,False,992,1.41,6.40,52.32,49.30,3.70,2026-06-23T21:29:57.000Z
26.12,탑,클레드,Kled,240,36,141,0,0,B,False,False,1122,1.60,0.30,50.80,49.19,1.70,2026-06-23T21:29:58.000Z
26.12,탑,아칼리,Akali,84,37,142,-15,0,B,False,False,2058,2.93,20.93,48.10,49.18,-5.13,2026-06-23T21:29:58.000Z
26.12,탑,케일,Kayle,10,38,148,26,0,B,False,False,858,1.22,0.09,51.52,49.11,2.17,2026-06-23T21:29:59.000Z
